cf,units,quantity,transformation,state,substance,process,condition,fraction,coordinate,source,spectral_band,energy,medium_realm,temperature,model,statistics,vector component,angle,surface,role,scientific_component,reported_on,at_surface_or_condition,due_to,to_,in_substance_or_realm,expressed_as_substance_or_property,assuming_condition,defined_by,for_,into_,below_,over_,above_,from_,wrt_1,product_and_,ratio_of,ratio_to_,wrt_2,by_,excluding_,reflected_by,out_of,accumulated_in_,difference_between_,difference_and_,superfluous
surface_downwelling_longwave_flux_in_air,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,downwelling,,surface,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_longwave_flux_in_air_assuming_clear_sky,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,downwelling,,surface,,,,,,,air,,clear_sky,,,,,,,,,,,,,,,,,,,,
surface_downwelling_photon_flux_in_sea_water,mol m-2 s-1,photon,flux,,,,,,,,,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_photon_radiance_in_sea_water,mol m-2 s-1 sr-1,photon_radiance,,,,,,,,,,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_photon_spherical_irradiance_in_sea_water,mol m-2 s-1,photon_spherical_irradiance,,,,,,,,,,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_photosynthetic_photon_flux_in_air,mol m-2 s-1,photon,flux,,,,,,,,photosynthetic,,,,,,downwelling,,surface,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_photosynthetic_photon_flux_in_sea_water,mol m-2 s-1,photon,flux,,,,,,,,photosynthetic,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_photosynthetic_photon_radiance_in_sea_water,mol m-2 s-1 sr-1,photon_radiance,,,,,,,,,photosynthetic,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_photosynthetic_photon_spherical_irradiance_in_sea_water,mol m-2 s-1,photon_spherical_irradiance,,,,,,,,,photosynthetic,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_photosynthetic_radiance_in_sea_water,W m-2 sr-1,radiance,,,,,,,,,photosynthetic,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_photosynthetic_radiative_flux_in_air,W m-2,radiative_flux,,,,,,,,,photosynthetic,,,,,,downwelling,,surface,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_photosynthetic_radiative_flux_in_sea_water,W m-2,radiative_flux,,,,,,,,,photosynthetic,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_photosynthetic_spherical_irradiance_in_sea_water,W m-2,spherical_irradiance,,,,,,,,,photosynthetic,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_radiance_in_sea_water,W m-2 sr-1,radiance,,,,,,,,,,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_radiative_flux_in_sea_water,W m-2,radiative_flux,,,,,,,,,,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_shortwave_flux_in_air,W m-2,(energy_),flux,,,,,,,,shortwave,,,,,,downwelling,,surface,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,W m-2,(energy_),flux,,,,,,,,shortwave,,,,,,downwelling,,surface,,,,,,,air,,clear_sky,,,,,,,,,,,,,,,,,,,,
surface_downwelling_spectral_photon_flux_in_sea_water,mol m-2 s-1 m-1,photon,"spectral, flux",,,,,,,,,,,,,,downwelling,,surface,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_spectral_photon_radiance_in_sea_water,mol m-2 s-1 m-1 sr-1,photon_radiance,spectral,,,,,,,,,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_spectral_photon_spherical_irradiance_in_sea_water,mol m-2 s-1 m-1,photon_spherical_irradiance,spectral,,,,,,,,,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_spectral_radiance_in_sea_water,W m-2 m-1 sr-1,radiance,spectral,,,,,,,,,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_spectral_radiative_flux_in_air,W m-2 m-1,radiative_flux,spectral,,,,,,,,,,,,,,downwelling,,surface,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_spectral_radiative_flux_in_sea_water,W m-2 m-1,radiative_flux,spectral,,,,,,,,,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_spectral_spherical_irradiance_in_sea_water,W m-2 m-1,spherical_irradiance,spectral,,,,,,,,,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_downwelling_spherical_irradiance_in_sea_water,W m-2,spherical_irradiance,,,,,,,,,,,,,,,downwelling,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_drag_coefficient_for_heat_in_air,1,drag_coefficient,,,,,,,,,,,,,,,,,surface,,,,,,,air,,,,heat,,,,,,,,,,,,,,,,,,
surface_drag_coefficient_for_momentum_in_air,1,drag_coefficient,,,,,,,,,,,,,,,,,surface,,,,,,,air,,,,momentum,,,,,,,,,,,,,,,,,,
surface_drag_coefficient_in_air,1,drag_coefficient,,,,,,,,,,,,,,,,,surface,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
surface_eastward_sea_water_velocity,m s-1,velocity,,,sea_water,,,,,,,,,,,,eastward,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_geopotential,m2 s-2,geopotential,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_geostrophic_eastward_sea_water_velocity,m s-1,velocity,,,sea_water,geostrophic,,,,,,,,,,,y,,surface,,,,,,,,,sea_level_for_geoid,,,,,,,,,,,,,,,,,,,,
surface_geostrophic_eastward_sea_water_velocity_assuming_sea_level_for_geoid,m s-1,velocity,,,sea_water,geostrophic,,,,,,,,,,,,,surface,,,,,,,,,sea_level_for_geoid,,,,,,,,,,,,,,,,,,,,
surface_geostrophic_northward_sea_water_velocity,m s-1,velocity,,,sea_water,geostrophic,,,,,,,,,,,eastward,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_geostrophic_northward_sea_water_velocity_assuming_sea_level_for_geoid,m s-1,velocity,,,sea_water,geostrophic,,,,,,,,,,,eastward,,surface,,,,,,,,,sea_level_for_geoid,,,,,,,,,,,,,,,,,,,,
surface_geostrophic_sea_water_x_velocity,m s-1,velocity,,,sea_water,geostrophic,,,,,,,,,,,northward,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_geostrophic_sea_water_x_velocity_assuming_sea_level_for_geoid,m s-1,velocity,,,sea_water,geostrophic,,,,,,,,,,,northward,,surface,,,,,,,,,sea_level_for_geoid,,,,,,,,,,,,,,,,,,,,
surface_geostrophic_sea_water_y_velocity,m s-1,velocity,,,sea_water,geostrophic,,,,,,,,,,,x,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_geostrophic_sea_water_y_velocity_assuming_sea_level_for_geoid,m s-1,velocity,,,sea_water,geostrophic,,,,,,,,,,,x,,surface,,,,,,,,,sea_level_for_geoid,,,,,,,,,,,,,,,,,,,,
surface_litter_carbon_content,kg m-2,(mass),content,,"carbon, litter",,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_longwave_emissivity,1,emissivity,,,,,,,,,longwave,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_microwave_emissivity,1,emissivity,,,,,,,,,microwave,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_molecular_oxygen_partial_pressure_difference_between_sea_water_and_air,Pa,partial_pressure,,molecular,oxygen,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,sea_water,air,
surface_net_downward_longwave_flux,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,downward,,surface,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_net_downward_longwave_flux_assuming_clear_sky,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,downward,,surface,,net,,,,,,,clear_sky,,,,,,,,,,,,,,,,,,,,
surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_all_land_processes,kg m-2 s-1,mass,flux_of,,carbon_dioxide,,,,,,,,,,,,downward,,surface,,net,,,all_land_processes,,,carbon,,,,,,,,,,,,,,,,,,,,,
surface_net_downward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_all_land_processes_excluding_anthropogenic_land_use_change,kg m-2 s-1,mass,flux_of,,carbon_dioxide,,,,,,,,,,,,downward,,surface,,net,,,all_land_processes,,,carbon,,,,,,,,,,,,,,,anthropogenic_land_use_change,,,,,,
surface_net_downward_radiative_flux,W m-2,radiative_flux,,,,,,,,,,,,,,,downward,,surface,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_net_downward_shortwave_flux,W m-2,(energy_),flux,,,,,,,,shortwave,,,,,,downward,,surface,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_net_downward_shortwave_flux_assuming_clear_sky,W m-2,(energy_),flux,,,,,,,,shortwave,,,,,,downward,,surface,,net,,,,,,,clear_sky,,,,,,,,,,,,,,,,,,,,
surface_net_upward_longwave_flux,W m-2,(energy_),flux,,,,,,,,longwave,,,,,,upward,,surface,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_net_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_anthropogenic_land_use_change,kg m-2 s-1,mass,flux_of,,carbon_dioxide,,,,,,,,,,,,upward,,surface,,net,,,emission,,,carbon,,,,,,,,anthropogenic_land_use_change,,,,,,,,,,,,,
surface_net_upward_radiative_flux,W m-2,radiative_flux,,,,,,,,,,,,,,,upward,,surface,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_net_upward_shortwave_flux,W m-2,(energy_),flux,,,,,,,,shortwave,,,,,,upward,,surface,,net,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_northward_sea_water_velocity,m s-1,velocity,,,sea_water,,,,,,,,,,,,northward,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_partial_pressure_of_carbon_dioxide_in_air,Pa,partial_pressure,,,carbon_dioxide,,,,,,,,,,,,,,surface,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
surface_partial_pressure_of_carbon_dioxide_in_sea_water,Pa,partial_pressure,,,carbon_dioxide,,,,,,,,,,,,,,surface,,,,,,,sea_water,,,,,,,,,,,,,,,,,,,,,,
surface_ratio_of_upwelling_radiance_emerging_from_sea_water_to_downwelling_radiative_flux_in_air,sr^-1,ratio_of,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,upwelling_radiance_emerging_from_sea_water,downwelling_radiative_flux_in_air,,,,,,,,,
surface_roughness_length,m,length,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_roughness_length_for_heat_in_air,m,roughness_length,,,,,,,,,,,,,,,,,surface,,,,,,,air,,,,heat,,,,,,,,,,,,,,,,,,
surface_roughness_length_for_momentum_in_air,m,roughness_length,,,,,,,,,,,,,,,,,surface,,,,,,,air,,,,momentum,,,,,,,,,,,,,,,,,,
surface_runoff_amount,kg m-2,amount,,,,runoff,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_runoff_flux,kg m-2 s-1,(mass_),flux,,,runoff,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_snow_amount,kg m-2,amount,,,snow,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_snow_and_ice_melt_heat_flux,W m-2,heat,flux,,"snow, ice",melt,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_snow_and_ice_sublimation_flux,kg m-2 s-1,(mass_),flux,,"snow, ice",sublimation,,,,,,,,,,global_average,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_snow_area_fraction,1,fraction,,,snow,,,area,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_snow_melt_amount,kg m-2,amount,,,snow,melt,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_snow_melt_and_sublimation_heat_flux,W m-2 ,heat,flux,,snow,"melt, sublimation",,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_snow_melt_flux,kg m-2 s-1,(mass_),flux,,snow,melt,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_snow_melt_heat_flux,W m-2,heat,flux,,snow,melt,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_snow_sublimation_amount,kg m-2,amount,,,snow,sublimation,,,,,,,,,,,,,surface,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
surface_snow_sublimation_heat_flux,W m-2,heat,flux,,snow,sublimation,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_snow_thickness,m,thickness,,,snow,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_specific_humidity,1,specific_humidity,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_temperature,K,temperature,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_temperature_anomaly,K,temperature,,,,,,,,,,,,,,anomaly,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_upward_carbon_mass_flux_due_to_plant_respiration_for_biomass_growth,kg m-2 s-1,mass,flux,,carbon,,,,,,,,,,,,upward,,surface,,,,,plant_respiration,,,,,,biomass_growth,,,,,,,,,,,,,,,,,,
surface_upward_carbon_mass_flux_due_to_plant_respiration_for_biomass_maintenance,kg m-2 s-1,mass,flux,,carbon,,,,,,,,,,,,upward,,surface,,,,,plant_respiration,,,,,,biomass_respiration,,,,,,,,,,,,,,,,,,
surface_upward_heat_flux_in_air,W m-2,heat,flux,,,,,,,,,,,,,,upward,,surface,,,,,,,air,,,,,,,,,,,,,,,,,,,,,,
surface_upward_latent_heat_flux,W m-2,heat,flux,,,,,,,,,latent,,,,,upward,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_crop_harvesting,kg m-2 s-1,mass,flux_of,,carbon_dioxide,,,,,,,,,,,,upward,,surface,,,,,emission,,,carbon,,,,,,,,crop_harvesting,,,,,,,,,,,,,
surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_fires_excluding_anthropogenic_land_use_change,kg m-2 s-1,mass,flux_of,,carbon_dioxide,,,,,,,,,,,,upward,,surface,,,,,emission,,,carbon,,,,,,,,fires,,,,,,,anthropogenic_land_use_change,,,,,,
